id,gender,age,pref,education,pid,ability_1,ability_2,ability_3,ability_4,ability_5,ability_6,priority,performance1_1,performance1_2,performance1_3,performance1_4,performance2_1,performance2_2,performance2_3,performance2_4
593,Female,47,Osaka,4,6,3,3,4,4,4,99,4,4,4,3,4,4,3,99,4
594,Male,18,Tokyo,3,33,2,3,2,3,4,3,1,4,4,2,99,4,4,2,99
595,Female,43,Aichi,4,1,2,2,99,4,4,3,1,3,2,2,2,3,2,2,2
596,Female,30,Hokkaido,3,2,1,1,2,3,4,4,4,4,3,2,4,4,4,4,4
597,Female,60,Hokkaido,2,33,3,2,99,3,3,4,3,4,4,4,4,4,4,3,4
598,Male,66,Chiba,2,1,1,4,4,1,4,3,3,3,2,3,2,3,3,3,4
599,Male,45,Osaka,4,6,1,4,3,3,4,2,1,2,2,2,3,99,99,99,99
600,Male,69,Hyogo,1,33,2,2,3,2,3,2,1,4,3,3,4,3,3,3,4
601,Female,45,Kanagawa,4,33,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4
602,Male,59,Miyazaki,4,33,2,3,4,4,4,4,2,4,4,3,99,3,3,2,4
603,Male,58,Wakayama,4,99,1,99,99,1,4,1,1,4,99,1,4,4,4,1,4
604,Female,60,Fukuoka,2,1,2,3,3,3,4,3,1,3,2,2,3,3,2,2,3
605,Female,44,Kagawa,1,99,99,99,99,99,99,99,3,99,99,99,99,99,99,99,99
606,Male,38,Okinawa,4,33,2,3,3,3,3,2,1,4,3,3,2,3,4,4,4
607,Male,42,Kanagawa,4,2,2,2,3,4,3,4,4,3,99,2,3,3,3,2,3
608,Male,45,Kanagawa,4,33,2,3,4,4,4,3,3,4,4,4,2,3,4,4,3
609,Male,52,Kyoto,4,1,2,3,2,3,3,3,3,3,3,3,2,3,2,3,3
610,Male,45,Kanagawa,4,1,2,3,4,4,4,3,1,2,2,2,3,3,2,2,99
611,Male,58,Tokyo,4,33,1,4,4,4,4,4,1,3,3,2,4,3,3,2,4
612,Male,54,Ishikawa,4,33,2,4,99,2,4,4,4,3,2,2,3,3,2,2,3
613,Female,38,Fukuoka,4,33,2,2,2,3,3,2,3,4,3,1,99,3,4,1,99
614,Male,52,Kyoto,4,1,2,3,3,3,3,2,3,4,3,3,4,3,3,3,3
615,Male,44,Kagoshima,2,6,2,4,4,4,4,2,1,2,2,2,3,3,2,1,3
616,Female,41,Tokyo,4,1,2,4,4,4,4,3,1,2,2,2,2,3,2,2,2
617,Male,60,Shizuoka,2,6,4,3,3,4,4,1,3,4,4,4,4,4,4,4,4
618,Male,35,Aichi,4,33,1,4,4,4,4,4,1,4,2,1,2,4,2,1,2
619,Male,49,Gifu,2,99,99,99,99,99,99,99,4,99,2,2,99,4,2,2,99
620,Female,65,Hokkaido,2,33,99,99,99,99,99,99,3,99,2,99,4,4,4,4,2
621,Female,51,Kanagawa,2,33,4,3,4,4,4,4,1,4,4,3,4,4,3,3,4
622,Male,40,Nagasaki,2,33,2,3,4,4,3,4,4,4,4,3,4,4,3,4,4
623,Female,46,Hyogo,4,33,2,4,4,4,4,99,4,4,4,3,2,3,99,99,99
624,Male,49,Iwate,2,33,1,3,2,2,4,3,1,3,2,1,3,3,2,2,3
625,Female,68,Akita,2,2,2,2,3,2,3,4,2,1,3,4,4,3,3,2,3
626,Female,35,Kanagawa,3,33,2,99,99,99,99,99,1,4,99,1,4,4,3,1,4
627,Female,45,Aichi,3,33,1,4,4,3,4,2,3,2,2,2,3,2,2,2,3
628,Male,54,Tokyo,4,11,2,4,3,3,4,3,1,2,3,2,4,3,3,3,3
629,refuse,50,Tokyo,2,33,1,4,4,4,4,4,1,2,2,2,2,99,99,99,99
630,Male,44,Kagoshima,3,33,1,4,4,2,4,4,3,3,4,4,3,4,3,2,3
631,Female,58,Hyogo,2,1,1,4,4,2,4,4,3,2,2,2,3,2,2,1,3
632,Female,52,Tokyo,4,33,2,3,3,4,4,4,1,4,3,2,4,4,3,2,4
633,Female,65,Hokkaido,2,33,2,4,4,4,4,4,4,3,4,2,3,4,4,3,4
634,Male,47,Tokyo,4,6,1,1,4,1,4,1,1,4,2,4,1,4,1,1,1
635,Female,52,Tokyo,3,99,1,99,3,2,3,3,4,3,3,1,3,4,3,1,4
636,Female,32,Tokushima,2,33,99,99,99,99,99,99,99,3,3,2,99,3,3,2,99
637,Male,37,Nara,2,6,1,4,4,4,4,4,1,3,3,2,3,3,3,2,3
638,Female,46,Saitama,3,1,2,4,3,4,4,3,4,3,3,4,3,3,3,3,3
639,Male,41,Akita,2,99,3,4,2,4,2,3,1,4,2,2,4,4,2,2,2
640,Male,46,Aichi,4,33,3,3,3,4,3,3,1,4,4,3,3,4,3,2,3
641,Male,57,Tokyo,4,33,4,1,3,4,1,4,4,4,4,3,4,4,4,3,4
642,Female,20,Kanagawa,4,33,99,99,99,99,99,99,1,99,3,3,99,3,3,3,4
643,Female,59,Nara,2,1,1,3,3,3,4,4,3,2,2,1,3,3,2,1,3
644,Male,45,Shizuoka,2,1,2,4,4,4,4,4,1,3,3,3,3,3,99,3,99
645,Male,46,Saitama,4,33,1,3,4,4,4,4,3,2,3,2,2,2,3,2,2
646,Male,66,Osaka,4,7,1,3,4,2,4,2,1,3,2,3,4,4,4,2,3
647,Male,47,Saitama,2,33,1,3,3,2,99,3,3,3,4,2,3,99,99,99,99
648,Female,56,Hyogo,3,33,2,4,4,4,2,2,2,4,4,4,4,3,4,3,4
649,Male,56,Tokyo,2,33,2,2,3,4,3,4,4,4,4,4,4,4,3,2,99
650,Male,60,Tokyo,4,33,4,99,99,99,99,99,1,4,4,4,4,4,4,4,4
651,Female,53,Yamagata,2,1,1,2,3,2,2,2,1,4,3,3,4,4,2,2,4
652,Female,33,Kanagawa,2,1,3,4,4,4,4,3,1,3,2,1,4,3,2,2,4
653,Male,59,Kyoto,2,33,99,99,99,99,99,99,99,4,4,4,99,4,4,4,4
654,Male,44,Hyogo,4,33,2,3,99,2,4,2,4,3,3,3,4,3,3,2,4
655,Female,20,Wakayama,4,1,2,3,3,2,4,2,3,2,4,4,3,2,4,4,4
656,Male,41,Chiba,2,6,1,4,4,4,4,3,2,3,3,3,3,3,3,3,3
657,Female,53,Tokyo,4,5,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4
658,Male,50,Fukuoka,4,1,1,4,4,2,4,4,1,3,2,2,4,3,2,2,4
659,Male,51,Gifu,1,11,4,4,4,4,4,4,11,3,2,3,4,1,1,2,2
660,refuse,34,Aichi,4,33,99,99,99,99,99,99,3,3,2,2,3,99,2,2,99
661,refuse,35,Miyazaki,4,1,1,2,2,2,4,3,5,2,3,2,3,3,2,2,2
662,Male,45,Ibaraki,4,1,1,4,4,4,4,4,1,3,3,3,3,4,3,3,3
663,Male,58,Shiga,4,2,2,2,4,4,4,4,11,3,3,3,3,4,3,4,4
664,Male,49,Hiroshima,3,33,3,3,3,3,3,3,11,4,4,4,4,4,4,4,4
665,Male,39,Aichi,4,5,1,1,4,4,4,4,4,4,4,1,4,4,3,1,4
666,Male,59,Kumamoto,2,2,2,2,2,4,3,3,4,4,3,3,3,4,4,4,4
667,Female,26,Shizuoka,4,4,2,3,3,2,4,4,5,3,3,3,2,3,3,3,2
668,Female,22,Nagano,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
669,Male,51,Hyogo,2,6,2,3,4,4,4,3,2,4,4,2,4,4,4,2,4
670,Female,21,Gifu,4,33,2,4,4,3,4,3,4,4,2,2,4,4,2,2,3
671,Male,48,Yamanashi,3,99,2,3,3,4,4,3,1,4,3,2,99,4,4,2,4
672,Female,39,Aichi,2,1,1,3,3,3,3,3,1,3,2,2,2,3,3,2,2
673,Male,47,Miyagi,4,33,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4
674,Male,56,Kanagawa,4,33,1,2,2,4,3,99,1,4,4,2,99,4,99,99,99
675,Female,37,Chiba,1,33,1,3,2,3,3,1,3,2,3,3,3,3,4,3,3
676,Male,65,Miyazaki,4,1,1,3,3,2,4,3,1,3,2,2,4,3,2,2,3
677,Male,55,Hyogo,4,1,1,3,3,2,4,3,1,2,3,2,3,2,3,2,3
678,Female,41,Hyogo,3,33,1,4,4,4,4,2,1,4,2,2,4,4,2,2,4
679,Male,48,Saitama,4,33,2,4,4,4,4,4,3,2,2,1,4,2,2,2,4
680,Female,53,Aichi,2,99,2,3,3,3,3,3,1,99,3,2,99,99,3,2,99
681,refuse,45,Tokyo,3,33,2,3,3,4,4,3,3,4,4,1,2,4,4,1,2
682,Female,46,Hyogo,4,33,2,99,3,3,4,3,1,3,3,2,99,99,3,2,99
683,Male,61,Tokyo,4,33,2,4,99,3,4,4,3,4,4,3,4,4,4,3,4
684,Female,40,Ishikawa,2,33,2,2,3,4,4,3,3,3,3,2,3,3,2,2,3
685,Female,52,Aichi,3,33,2,3,3,3,3,3,1,4,2,2,4,3,2,2,4
686,Male,46,Nagano,4,33,3,3,3,4,4,4,4,4,4,3,3,4,4,3,3
687,Male,51,Hokkaido,4,33,3,2,2,4,3,3,4,4,4,4,3,4,4,3,4
688,Male,45,Ibaraki,2,3,2,3,2,4,4,4,1,4,4,2,4,4,4,3,4
689,Female,41,Shiga,3,2,2,2,3,2,4,2,4,2,2,2,3,2,2,2,3
690,Female,38,Tochigi,3,99,99,99,99,99,99,99,1,2,1,2,2,2,1,1,2
691,Male,55,Kanagawa,4,99,4,99,4,4,99,4,3,4,4,4,4,4,4,4,99
692,Female,49,Kyoto,3,11,4,2,2,4,4,3,4,4,4,4,4,4,4,3,4
693,Female,50,Tochigi,4,4,2,2,4,2,3,3,1,3,2,2,3,3,3,2,3
694,Male,57,Kumamoto,2,1,1,4,4,4,4,1,3,4,2,1,4,4,2,1,4
695,Male,32,Aichi,3,1,2,3,3,2,3,4,1,3,2,2,3,4,2,2,3
696,Female,40,Miyagi,4,2,4,2,3,4,4,3,4,4,4,4,3,4,4,4,4
697,Male,55,Yamanashi,2,1,1,4,4,4,4,4,3,4,4,2,2,4,4,2,2
698,Female,76,Fukuoka,3,2,4,1,4,4,1,4,11,4,4,4,4,4,4,4,4
699,Male,41,Gunma,2,33,2,4,4,4,4,3,4,3,2,1,99,3,2,1,3
700,Male,40,Osaka,4,6,3,3,3,3,3,2,3,4,4,4,4,4,4,4,4
701,Male,62,Kanagawa,4,1,1,4,4,4,4,4,1,3,2,2,2,3,3,3,4
702,Male,47,Osaka,4,33,3,3,4,4,4,4,1,4,4,3,3,4,4,3,3
703,Female,20,Shiga,3,33,2,3,99,99,2,4,2,2,2,3,3,99,99,99,4
704,Male,40,Hiroshima,4,1,2,3,3,3,3,3,1,3,2,2,3,3,2,2,3
705,Female,45,Kanagawa,1,1,2,3,3,3,4,3,3,3,3,3,3,3,4,3,3
706,Male,47,Kanagawa,3,33,4,2,3,3,4,3,1,4,4,4,4,4,4,2,4
707,Male,57,Ishikawa,2,1,1,4,3,4,4,4,1,3,2,2,4,3,2,2,4
708,Male,57,Kanagawa,2,33,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3
709,Male,62,Tokyo,4,33,1,4,4,2,4,2,3,2,2,1,2,2,2,1,2
710,Male,48,Aichi,1,33,1,3,3,2,2,3,4,3,4,2,3,2,2,2,3
711,Male,33,Kanagawa,2,33,2,99,3,99,99,3,3,4,2,2,2,4,3,3,3
712,Male,52,Ehime,4,2,2,2,2,4,4,4,1,4,2,1,2,4,3,2,4
713,Male,46,Hyogo,3,11,4,4,4,4,4,4,1,4,4,4,2,4,4,4,3
714,Female,31,Hyogo,3,33,2,4,4,4,4,2,4,4,4,2,4,4,3,2,4
715,Male,54,Tokyo,4,1,1,4,3,2,4,3,1,2,2,1,3,2,2,1,3
716,Male,48,Hyogo,4,3,2,4,2,4,4,2,1,4,4,4,4,4,4,4,4
717,Male,48,Mie,3,4,1,4,4,1,4,4,3,3,1,1,3,2,2,1,4
718,Male,70,Osaka,4,6,1,4,3,2,4,1,1,2,2,1,3,2,2,1,3
719,Female,34,Kagawa,2,3,2,2,3,3,3,3,1,3,3,3,3,3,3,2,2
720,Female,28,Hiroshima,4,33,2,4,4,4,4,3,1,3,1,2,3,3,2,1,3
721,Male,50,Kagoshima,4,33,2,4,4,4,4,3,1,2,2,2,4,2,2,2,4
722,Female,34,Miyagi,2,1,2,3,3,4,4,2,1,3,4,2,4,3,3,3,4
723,Male,59,Aichi,4,33,2,3,3,3,3,3,1,4,4,4,3,3,3,4,4
724,Female,37,Osaka,4,33,4,99,99,4,99,99,1,4,3,2,4,4,4,4,4
725,Male,56,Fukuoka,2,1,1,2,2,2,3,3,1,3,2,2,3,3,3,3,4
726,Male,48,Tokushima,1,33,3,3,4,3,4,3,1,2,3,2,2,3,2,2,2
727,Female,51,Toyama,4,5,4,2,3,4,2,4,4,4,4,4,4,4,4,4,4
728,Female,33,Tokyo,1,99,99,99,99,99,99,99,99,4,3,2,3,4,3,2,3
729,Male,68,Aichi,2,1,1,4,4,2,4,2,1,3,2,2,3,3,2,2,2
730,Female,32,Kyoto,4,6,3,4,4,3,4,2,1,4,3,2,1,4,3,2,1
731,Male,53,Tokyo,2,1,1,4,4,2,4,3,3,3,3,2,3,3,2,3,3
732,Male,43,Saitama,4,6,2,4,3,2,4,1,1,3,4,1,2,4,4,2,4
733,Male,53,Aichi,3,33,1,3,4,4,4,4,1,3,2,2,3,4,2,2,4
734,Male,52,Kanagawa,2,33,1,3,4,2,3,4,1,4,3,2,4,4,3,2,4
735,Female,43,Shimane,4,33,2,2,99,99,99,99,1,4,4,2,2,3,3,2,2
736,Female,45,Tokyo,3,33,3,2,2,4,3,2,4,3,4,2,3,3,3,3,3
737,Male,64,Kagawa,3,6,2,2,2,2,3,2,3,3,2,2,3,3,2,2,4
738,Male,36,Osaka,4,33,1,2,99,4,4,3,99,2,3,3,2,2,3,3,2
739,Female,33,Aichi,3,1,2,3,3,3,3,3,5,4,3,4,3,3,4,4,99
740,Female,47,Kanagawa,3,33,2,4,4,3,4,2,1,4,4,4,4,4,4,3,3
741,Male,44,Kanagawa,2,33,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3
742,Female,38,Kyoto,4,33,3,3,3,3,3,3,4,4,4,4,4,4,4,2,4
743,Female,44,Tokyo,3,1,2,4,4,4,4,4,3,3,2,2,4,4,2,2,4
744,Male,30,Osaka,4,33,4,3,4,4,4,4,4,3,4,2,99,3,4,2,99
745,Female,59,Kanagawa,3,1,1,4,3,3,4,3,1,4,2,2,4,99,99,99,99
746,Male,56,Kanagawa,4,33,4,4,2,4,4,2,1,4,1,1,4,4,1,1,4
747,Female,30,Tokyo,2,33,1,1,1,2,99,2,1,3,3,1,3,3,2,1,3
748,Male,41,Okayama,2,33,2,3,3,4,4,3,4,2,3,2,3,3,3,2,3
749,Female,40,NA,2,1,2,3,3,3,3,3,1,2,3,2,2,3,2,2,3
750,Male,60,Niigata,4,1,2,4,3,4,4,3,1,3,2,2,4,3,2,2,4
751,Male,20,Hyogo,4,5,4,3,3,4,3,3,3,4,4,4,3,4,4,4,4
752,Female,34,Osaka,4,33,99,99,99,4,4,99,1,3,99,2,4,3,2,2,4
753,Male,44,Saitama,4,1,1,4,3,2,3,2,3,2,2,4,3,2,2,1,3
754,Male,54,Osaka,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
755,Female,64,Niigata,3,1,1,2,4,2,3,3,1,3,2,1,2,3,2,1,3
756,Female,19,Osaka,4,1,2,2,2,2,2,4,1,2,99,2,99,2,2,2,99
757,Male,48,Chiba,3,11,1,3,3,2,3,2,4,3,3,2,2,3,3,2,2
758,Male,63,Chiba,4,2,1,2,3,3,3,3,1,3,3,3,4,4,2,2,4
759,Male,20,Tokyo,4,33,1,3,2,2,2,2,1,4,3,2,4,4,3,2,4
760,Female,50,Chiba,4,1,2,2,4,99,3,3,3,3,2,3,4,2,3,3,3
761,Female,43,Osaka,4,33,2,99,99,2,99,99,1,99,99,99,99,4,99,99,99
762,Male,38,Nagasaki,4,2,1,2,3,2,4,3,3,3,3,2,4,3,3,2,4
763,Female,47,Fukuoka,4,33,2,2,2,2,4,2,3,4,4,3,2,3,3,2,99
764,Female,21,Tokyo,4,33,3,2,99,3,99,99,3,4,3,3,2,4,3,3,2
765,Female,71,Hyogo,2,2,2,2,99,99,99,99,4,3,3,2,99,3,3,2,99
766,Female,44,Aichi,3,33,3,3,3,3,3,3,1,4,4,2,4,4,4,2,4
767,Male,42,Hokkaido,2,1,2,4,3,4,4,4,1,2,2,1,2,3,1,1,2
768,Male,49,Aichi,4,3,1,4,2,2,4,3,1,2,2,1,2,2,2,2,2
769,Male,22,Miyagi,4,33,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
770,Female,55,Okayama,3,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
771,Male,59,Kyoto,4,1,2,3,3,3,3,3,1,2,2,1,3,2,2,1,3
772,refuse,50,Ehime,4,33,4,99,99,4,99,99,3,4,4,2,4,4,4,2,4
773,Female,46,Osaka,4,1,2,4,4,4,4,4,1,4,3,4,4,4,4,3,4
774,Male,33,Okinawa,2,33,3,4,3,3,3,4,1,4,4,2,4,4,4,2,4
775,Male,69,Osaka,4,33,1,3,4,2,4,3,1,3,2,2,4,3,2,2,3
776,Female,40,Tokyo,3,99,99,99,99,99,99,99,1,4,2,2,3,3,3,2,3
777,Female,46,Aichi,2,33,3,3,3,3,4,3,3,3,4,3,2,4,4,3,2
778,Male,62,Kanagawa,4,1,2,4,4,4,4,4,1,3,3,3,4,4,4,4,4
779,Female,65,Tokyo,4,2,2,2,3,4,3,4,1,4,4,2,3,3,3,2,3
780,refuse,25,Saitama,4,99,3,4,3,3,2,3,99,99,4,4,4,99,3,4,99
781,Male,65,Hyogo,4,6,1,4,3,4,4,1,2,1,1,1,1,1,1,1,2
782,Female,32,Mie,3,33,3,3,3,3,3,3,3,4,3,2,99,4,2,2,2
783,Male,55,Osaka,4,11,3,2,2,4,2,4,4,4,4,4,4,4,4,4,4
784,Female,33,Tokyo,4,99,3,4,3,3,99,3,1,4,2,2,99,4,4,4,4
785,Male,50,Fukuoka,4,5,4,1,4,4,1,4,11,4,4,4,4,4,4,4,4
786,Female,31,Fukushima,2,33,2,4,4,4,4,4,1,4,4,2,99,3,3,2,99
787,Female,46,Akita,2,1,1,2,1,3,4,2,1,3,2,1,3,3,1,1,3
788,Female,24,Aichi,3,2,2,2,2,2,3,3,1,2,3,3,3,3,2,2,2
789,Female,30,Hiroshima,4,33,2,2,2,3,3,3,1,3,2,2,2,3,2,2,2
790,Male,50,Miyagi,2,3,1,2,2,4,4,4,1,4,4,4,4,4,4,4,4
791,Male,30,Tokyo,4,33,2,4,3,2,4,3,1,3,3,2,3,3,4,2,3
792,Male,41,Gifu,4,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3
793,Male,42,Kumamoto,2,5,2,4,4,4,2,4,1,4,4,2,4,4,4,2,4
794,Female,74,Niigata,2,1,2,99,99,99,99,99,3,2,2,2,3,3,2,2,3
795,Female,58,Tokushima,2,33,3,4,4,4,4,4,1,4,4,3,4,4,4,3,4
796,Male,49,Tokyo,4,1,2,4,4,4,4,4,1,3,3,2,4,4,3,2,4
797,Female,52,Hyogo,2,1,2,4,4,99,4,4,4,99,4,2,99,99,99,99,99
798,Male,46,Nara,4,7,3,3,4,3,3,3,11,3,2,2,3,4,2,2,3
799,Male,36,Hokkaido,4,6,1,4,4,4,4,4,5,3,1,2,1,3,1,1,2
800,Female,44,Tokyo,2,33,1,4,4,4,4,4,3,2,3,2,2,3,3,3,2
801,Male,37,Nagasaki,2,33,99,4,99,99,99,4,99,99,4,3,99,4,4,2,99
802,Female,45,Kanagawa,3,33,4,2,3,4,2,2,4,4,4,2,4,4,4,2,4
803,Male,62,Hyogo,4,33,2,3,3,4,4,3,1,4,4,3,3,4,4,3,3
804,Male,64,Okayama,3,99,2,3,3,3,4,2,1,4,4,3,3,4,4,1,3
805,Female,66,Fukuoka,2,33,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
806,Male,58,Miyagi,2,33,4,4,4,4,4,4,3,4,4,4,99,4,4,4,99
807,Male,42,Ehime,4,33,2,4,2,2,4,4,1,3,2,2,2,2,2,2,2
808,Male,53,Hyogo,2,6,4,4,3,4,4,3,1,4,4,4,4,4,4,4,4
809,Female,55,Aichi,2,99,3,99,99,4,99,99,4,2,4,4,4,99,99,99,99
810,Male,41,Okinawa,3,1,1,4,4,4,4,2,1,2,2,2,3,1,1,1,2
811,Female,52,Aichi,2,33,4,4,4,4,4,4,2,3,3,2,3,3,3,2,3
812,Female,55,Aichi,3,33,2,3,4,3,4,4,1,3,2,1,3,3,2,1,3
813,Male,56,Kanagawa,4,33,2,3,3,3,3,3,99,4,4,4,4,3,3,3,3
814,Female,41,Aichi,3,1,1,2,2,4,99,4,1,4,4,4,4,3,2,2,4
815,Male,40,Tokyo,4,33,3,4,4,4,4,4,1,4,4,4,3,4,3,2,4
816,Female,45,Fukuoka,4,33,2,3,3,3,3,99,4,99,2,2,99,99,2,2,99
817,Female,49,Tokyo,2,99,99,99,99,99,99,99,5,99,4,4,99,4,4,4,99
818,Female,46,Fukuoka,4,33,99,99,99,99,99,99,4,3,4,3,3,3,3,3,3
819,Male,59,Ehime,4,1,1,3,4,4,4,4,3,2,3,3,4,2,2,2,4
820,Female,29,Akita,2,33,99,99,99,99,99,99,99,4,99,99,99,99,99,99,4
821,Female,27,Tokyo,4,4,2,3,4,99,4,3,1,2,2,1,3,3,2,1,99
822,Male,36,Kyoto,4,3,2,2,1,3,3,2,5,2,1,4,4,3,2,3,2
823,Female,27,Osaka,2,3,3,3,2,3,3,4,1,4,3,2,99,4,3,2,99
824,Male,37,Shizuoka,4,1,2,3,3,3,3,3,4,2,2,2,2,2,2,2,2
825,Female,53,Hokkaido,3,1,2,4,3,3,4,99,1,3,2,1,99,3,2,2,99
826,Male,43,Tokyo,4,33,2,4,4,3,3,2,1,3,2,2,3,3,2,2,3
827,Male,60,Okayama,4,33,1,3,3,3,3,3,11,3,4,4,3,3,3,3,3
828,Male,42,Kanagawa,2,33,2,4,3,2,4,3,1,4,2,2,2,2,2,2,99
829,Female,45,Yamagata,2,4,4,4,4,99,4,4,1,4,3,3,4,3,4,3,4
830,Male,40,Yamagata,4,1,1,4,4,4,4,2,11,1,1,1,99,99,99,99,99
831,Female,41,Chiba,4,33,99,99,99,99,99,99,99,4,4,4,4,4,4,4,4
832,Male,49,Saitama,4,2,3,2,2,3,3,4,1,4,4,3,4,4,4,4,4
833,Male,53,Tokyo,4,5,4,2,4,4,1,4,4,4,4,4,4,4,4,4,4
834,Male,48,Tottori,3,6,2,99,3,3,4,2,5,4,3,3,2,99,99,2,99
835,Female,46,Osaka,2,99,99,99,99,99,99,99,3,99,99,99,99,99,99,99,99
836,Male,58,Tokyo,2,33,2,4,4,4,4,4,3,4,4,2,4,4,4,2,4
837,Female,34,Kyoto,4,4,1,2,2,1,2,1,1,2,2,2,2,3,2,2,3
838,Female,49,Osaka,2,1,1,2,2,2,2,2,4,2,2,2,2,2,2,2,2
839,Female,54,Osaka,2,33,3,3,3,4,4,2,1,4,4,4,4,4,4,4,4
840,refuse,43,Miyagi,2,99,99,99,99,99,99,99,4,4,3,3,4,2,3,3,3
841,Male,44,Ibaraki,4,33,2,3,3,2,3,4,3,3,2,2,3,3,2,2,3
842,Female,45,Hiroshima,4,33,3,3,3,4,4,3,3,3,99,2,3,3,3,2,99
843,Female,63,Hyogo,3,1,1,4,4,4,4,1,2,1,1,1,1,1,1,1,1
844,Female,38,Osaka,2,33,2,2,3,4,3,2,1,4,3,4,4,4,3,3,4
845,Male,51,Tokyo,2,2,3,2,3,4,3,4,1,4,4,2,4,4,4,2,4
846,Male,44,Nagasaki,2,1,2,4,4,3,4,3,2,3,3,2,3,3,3,2,3
847,Male,42,Aichi,3,1,1,3,3,2,4,3,1,2,2,1,2,2,2,1,2
848,Male,49,Chiba,4,1,2,3,2,3,3,2,3,2,2,2,2,99,2,2,99
849,Male,41,Toyama,4,1,99,99,99,99,99,99,1,99,3,99,3,4,3,3,3
850,Female,71,Chiba,4,2,4,2,4,4,3,3,3,3,4,4,2,4,3,3,3
851,Male,61,Tokyo,4,33,2,4,4,4,4,4,1,3,4,3,3,3,3,2,4
852,Male,38,Kanagawa,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
853,Male,47,Miyagi,3,4,2,2,3,1,2,2,3,3,4,3,3,3,2,3,3
854,Female,33,Aichi,3,99,2,99,99,3,3,4,3,3,3,3,3,4,3,3,3
855,Female,37,NA,4,99,2,2,2,3,3,2,1,4,4,2,4,4,3,2,4
856,Male,42,Kanagawa,4,33,2,3,4,3,4,3,1,3,2,2,2,3,2,2,3
857,Male,32,Mie,4,1,3,4,3,99,4,3,1,3,2,2,4,2,3,2,4
858,Female,38,Saitama,4,1,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99
859,Male,49,Gifu,2,99,1,3,3,3,4,3,1,3,2,2,2,3,2,2,2
860,Male,30,Tokyo,4,1,2,4,4,4,4,3,1,2,2,1,1,2,1,1,1
861,Female,39,Osaka,4,11,2,3,4,2,4,2,3,4,4,4,3,4,4,4,4
862,Male,49,Fukuoka,2,1,2,4,2,4,3,3,4,2,2,2,2,2,2,2,2
863,Female,70,Kochi,4,33,2,3,4,3,4,2,3,3,3,2,4,2,3,2,3
864,Male,55,Aichi,2,1,2,4,4,4,4,4,1,3,3,3,3,3,3,3,3
865,Male,44,Kanagawa,4,33,1,3,4,3,4,4,3,3,2,2,4,3,1,1,4
866,Male,53,Oita,4,1,1,4,4,2,4,4,3,2,2,2,2,2,2,2,2
867,Female,58,Osaka,4,6,4,4,4,4,4,2,1,4,3,3,3,4,3,3,4
868,Male,60,Osaka,4,33,1,1,1,1,1,1,1,4,2,2,3,4,1,2,3
869,Male,48,Tokyo,4,33,4,3,99,4,3,99,1,4,4,4,4,4,4,3,4
870,Male,57,Saitama,4,33,3,3,3,4,4,3,1,4,3,3,3,3,3,3,3
871,Female,53,Tokyo,2,33,1,2,3,1,3,3,3,3,1,1,1,3,1,1,1
872,Male,48,Chiba,3,33,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
873,refuse,44,Aichi,4,99,1,3,2,3,4,4,2,2,2,3,2,3,3,2,4
874,Female,44,Ishikawa,4,1,2,2,3,3,3,2,4,2,2,2,3,3,2,2,3
875,Male,67,Hiroshima,4,1,1,4,4,4,4,2,1,3,4,1,3,3,2,1,2
876,Male,48,Niigata,2,33,3,4,4,4,4,3,1,4,3,3,3,4,3,3,3
877,Female,41,Fukuoka,2,33,3,3,3,4,4,4,4,4,4,4,3,4,4,2,3
878,Male,46,Aichi,4,1,1,4,4,1,4,1,1,1,1,1,1,1,2,1,2
879,Female,41,Osaka,4,33,2,3,2,2,3,3,3,4,4,4,4,4,4,4,4
880,Female,50,Tokyo,2,33,2,4,3,2,4,3,1,3,4,4,2,99,99,99,99
881,Male,52,Kanagawa,4,1,1,4,4,4,4,4,2,2,1,1,2,2,1,2,2
882,Male,37,Tokyo,4,33,1,4,4,4,4,2,3,3,2,2,2,3,4,2,3
883,Male,73,Hyogo,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,4
884,Female,27,Mie,2,1,2,3,2,2,2,2,1,1,2,3,1,2,2,2,2
885,Male,68,Kanagawa,4,33,1,3,4,3,4,4,1,2,4,3,2,4,2,2,4
886,Male,58,Tokyo,2,33,2,2,3,3,3,4,4,4,3,2,3,4,3,2,3
887,Male,49,Hiroshima,3,2,2,2,2,3,3,4,3,3,4,3,4,3,4,3,3
888,Male,58,Fukushima,3,33,2,2,3,2,4,4,1,4,3,4,2,3,2,2,2
