id,gender,age,pref,education,pid,ability_1,ability_2,ability_3,ability_4,ability_5,ability_6,priority,performance1_1,performance1_2,performance1_3,performance1_4,performance1_5
681,Female,20,Tochigi,3,1,1,4,3,4,4,3,3,2,3,1,3,99
682,Female,31,Fukushima,2,33,4,4,4,4,4,4,1,4,4,1,3,4
683,Female,76,Fukuoka,3,2,4,1,4,4,1,4,3,4,4,4,4,4
684,Male,44,Tokyo,4,1,1,4,4,4,4,4,1,2,2,1,2,1
685,Male,62,Fukushima,2,33,2,1,2,4,4,2,4,4,4,4,3,4
686,Other,48,Hyogo,3,6,2,3,1,4,3,1,4,4,4,4,4,4
687,Male,56,Hyogo,4,1,2,2,2,2,2,2,5,2,2,3,2,3
688,Female,51,Kanagawa,2,33,4,4,4,4,4,4,4,4,4,4,4,4
689,Female,63,Osaka,4,33,2,3,3,4,4,3,1,3,4,2,2,3
690,Male,61,Fukuoka,2,1,1,4,3,2,4,2,1,3,3,2,3,4
691,Male,29,Aichi,4,33,3,3,3,3,3,3,1,3,4,2,4,4
692,Male,46,Saga,4,6,2,4,4,2,99,1,5,3,2,1,1,2
693,Male,40,Chiba,4,1,2,4,4,4,4,3,3,4,4,4,4,4
694,Male,61,Yamaguchi,4,2,2,3,3,2,2,2,3,3,2,3,3,3
695,Male,45,Hokkaido,4,33,2,4,4,4,4,4,1,3,2,2,2,3
696,Male,63,Tokyo,4,2,4,3,4,4,4,4,4,4,4,2,4,2
697,Male,66,Chiba,3,6,2,2,2,4,4,1,1,2,4,2,4,4
698,Female,46,Akita,2,1,1,3,2,4,4,3,1,4,4,1,4,3
699,Male,50,Kyoto,4,6,2,3,3,3,4,2,1,4,4,2,4,4
700,Female,42,Aichi,2,33,4,3,3,3,4,3,4,4,4,4,4,4
701,Female,48,Fukushima,4,33,1,2,4,3,4,2,4,3,4,2,4,2
702,Female,33,Saitama,4,6,1,3,3,3,3,2,3,99,2,2,4,3
703,Female,48,Nagasaki,2,33,2,3,3,3,4,2,3,4,4,4,4,3
704,Male,53,Tokyo,2,1,1,4,4,3,4,4,3,2,3,2,4,3
705,Male,51,Mie,4,33,1,2,3,2,4,3,3,3,4,4,4,3
706,Female,21,Tokyo,4,33,3,99,3,3,99,99,3,4,3,3,3,2
707,Female,32,Tokyo,4,1,2,4,4,3,4,2,4,4,3,2,4,99
708,Male,37,Miyagi,3,33,1,3,3,3,4,2,1,4,2,2,3,3
709,Male,76,Hyogo,4,6,1,4,4,2,4,2,1,2,3,2,2,3
710,Female,48,Osaka,3,5,99,3,99,99,99,99,5,3,99,99,3,4
711,Female,39,Fukuoka,4,33,3,3,3,3,3,3,4,3,3,1,3,2
712,Male,58,Miyagi,2,33,3,3,4,4,4,4,1,4,4,4,4,4
713,Male,45,Tokyo,4,33,3,3,3,3,3,3,99,3,3,3,3,3
714,Male,48,Hyogo,3,1,1,4,4,4,4,4,3,3,2,3,3,3
715,Male,43,Aichi,4,6,3,4,2,4,4,1,1,4,3,2,2,4
716,Female,48,Hyogo,4,33,2,3,3,2,3,2,1,3,3,2,3,4
717,Male,58,Hyogo,4,2,4,2,3,4,2,4,4,4,4,4,4,3
718,Male,51,Aichi,2,5,2,4,4,4,4,3,2,3,3,1,1,2
719,Female,40,Miyazaki,2,33,99,3,3,99,3,3,1,3,99,2,99,2
720,Male,54,Ishikawa,3,6,1,4,3,3,4,3,2,3,3,2,2,4
721,Male,31,Ehime,3,3,1,4,1,4,4,1,4,4,4,4,4,4
722,Female,36,Fukuoka,4,33,3,3,4,3,4,2,1,3,4,3,4,3
723,Female,51,Shimane,2,33,2,99,99,99,99,99,3,99,99,2,2,99
724,Male,27,Osaka,2,3,2,3,3,4,4,3,4,3,4,2,4,4
725,Male,50,Kanagawa,4,1,1,4,3,3,4,2,1,2,3,1,2,1
726,Male,29,Tokyo,4,1,1,4,4,2,4,3,3,2,2,1,2,99
727,Male,76,Shiga,2,33,2,4,4,4,4,2,3,4,3,4,4,4
728,Male,27,Tokyo,4,33,3,3,3,4,4,3,1,4,3,3,3,3
729,Female,55,Wakayama,3,99,2,4,4,4,4,4,1,2,3,2,3,99
730,Male,43,Chiba,2,33,4,99,99,99,99,99,99,99,99,1,4,99
731,Male,38,Nagasaki,4,6,3,3,4,4,99,2,1,4,4,4,4,99
732,Female,52,Kanagawa,3,33,2,2,3,4,3,2,1,3,3,3,3,4
733,Male,62,Nara,4,1,1,4,4,4,4,3,1,2,3,2,3,2
734,Female,60,Osaka,4,2,1,3,4,4,4,4,1,4,4,3,4,4
735,Male,66,Hiroshima,2,5,4,4,4,4,2,4,3,4,4,4,4,4
736,Female,41,Hiroshima,4,33,4,4,4,4,4,4,2,4,3,2,4,4
737,Female,43,Shimane,4,33,1,99,99,99,99,2,1,99,4,2,4,99
738,Female,46,Saitama,3,1,2,3,3,3,4,2,4,3,2,3,3,3
739,Female,42,Tokyo,4,6,2,4,3,3,4,2,5,99,4,2,99,99
740,Male,60,Tochigi,4,33,1,2,3,4,3,3,3,3,4,2,4,3
741,Female,66,Tokyo,4,33,2,3,3,3,4,99,1,2,4,2,3,3
742,Male,61,Iwate,4,33,4,2,4,4,4,4,99,4,4,4,4,99
743,Male,55,Kanagawa,4,1,1,4,3,3,4,2,1,2,2,1,2,2
744,Male,49,Kanagawa,4,2,3,2,4,4,4,4,4,4,4,3,4,4
745,Male,42,Hyogo,4,1,2,3,3,4,4,3,1,2,3,2,2,3
746,Female,60,Iwate,3,99,1,2,3,3,4,3,5,2,2,2,2,3
747,Male,57,Miyagi,4,4,1,4,4,3,4,4,4,2,4,2,3,2
748,Female,21,Fukuoka,4,99,2,99,99,99,99,99,1,99,99,2,99,99
749,Male,48,Kanagawa,3,1,2,3,3,3,2,3,4,3,4,1,1,4
750,Female,53,Tokyo,3,99,99,99,99,99,99,99,3,3,4,99,3,99
751,Female,20,Osaka,2,33,2,2,2,2,2,2,4,4,4,2,4,99
752,Male,51,Shiga,2,33,2,4,3,4,4,3,1,4,4,2,4,4
753,Male,57,Shizuoka,2,33,4,3,3,3,4,3,3,3,3,3,3,3
754,Female,36,Tokyo,4,33,99,99,99,99,99,99,99,99,99,99,99,99
755,Male,44,Hyogo,4,33,2,4,99,2,4,1,4,3,2,2,3,4
756,Female,54,Osaka,2,33,2,3,3,4,3,3,4,4,3,3,3,4
757,Male,41,Gunma,2,1,2,4,4,3,4,2,4,3,3,2,2,3
758,Female,55,Kyoto,1,2,4,2,3,99,99,2,4,99,4,2,3,99
759,Male,73,Nagasaki,4,1,1,4,3,3,4,3,1,2,2,2,2,2
760,Female,51,Shizuoka,4,1,99,99,4,4,4,4,99,99,99,4,4,4
761,Male,50,Saitama,4,33,2,3,3,2,3,3,1,2,4,3,4,99
762,Female,45,Shizuoka,4,33,99,99,99,99,99,99,99,3,3,3,3,3
763,Female,47,Saitama,4,33,1,2,2,3,3,1,1,3,2,3,3,2
764,Female,49,Osaka,3,33,2,4,3,4,4,3,1,4,3,99,3,4
765,Female,51,Kyoto,2,33,1,4,4,4,4,2,1,3,3,1,2,4
766,Female,61,Fukuoka,4,6,1,3,3,4,4,2,3,2,3,3,3,4
767,Male,47,Tochigi,4,33,3,4,4,4,4,3,1,4,4,2,4,3
768,Female,30,Miyagi,2,7,1,2,2,3,3,4,3,3,1,3,3,3
769,Male,63,Hiroshima,4,33,2,2,3,3,3,3,1,3,4,1,4,3
770,Male,58,Tokyo,2,33,2,2,4,3,3,4,1,3,4,2,3,2
771,Male,38,Hokkaido,4,1,2,4,4,4,4,2,1,4,4,4,4,4
772,Male,33,Fukuoka,4,1,2,4,4,3,4,4,1,4,4,2,3,2
773,Male,43,Tokyo,4,33,2,3,4,4,4,4,1,4,4,2,2,4
774,Male,53,Tokyo,4,33,4,4,4,4,4,4,5,4,4,4,4,4
775,Male,49,Tokyo,4,33,2,2,3,3,2,2,4,3,4,3,4,4
776,Male,60,Hyogo,4,6,1,4,3,3,4,2,1,4,4,2,3,4
777,Male,53,Oita,4,1,1,3,4,2,4,2,1,3,3,2,2,4
778,Male,54,Saitama,4,33,2,3,4,2,3,2,4,3,4,2,4,4
779,Female,20,Yamanashi,4,2,2,1,2,2,99,99,3,4,4,2,99,3
780,Female,37,Chiba,4,99,1,2,2,2,3,1,4,3,4,3,4,2
781,Male,60,Osaka,4,2,4,2,4,4,4,2,1,4,2,1,4,2
782,Male,48,Kanagawa,3,33,1,4,4,4,4,4,2,2,2,2,2,2
783,Female,29,Tokyo,4,33,99,99,99,99,99,99,1,4,4,4,4,4
784,Male,59,Aichi,4,33,2,3,3,4,4,2,1,2,3,3,3,3
785,Female,30,Niigata,2,33,2,4,4,4,4,3,1,4,4,1,2,2
786,Male,47,Yamagata,2,33,99,99,4,4,4,4,99,99,99,99,99,99
787,Male,59,Tokyo,3,6,2,3,3,2,4,2,3,3,4,1,2,2
788,Male,54,Shiga,4,1,1,4,3,4,4,2,1,2,3,1,2,2
789,Female,41,Shimane,4,33,3,4,4,4,4,4,2,4,4,2,4,4
790,Female,29,Miyagi,4,33,2,3,3,4,4,2,1,4,4,3,4,4
791,Male,62,Akita,2,1,1,4,3,3,4,2,1,2,4,1,4,1
792,Female,31,Hokkaido,4,33,4,4,4,4,4,4,3,4,4,3,3,4
793,Female,36,Aichi,2,1,99,4,4,99,99,4,3,99,99,3,4,99
794,Female,26,Aichi,4,2,99,2,99,99,99,99,4,4,4,2,4,4
795,Male,21,Kanagawa,4,6,1,4,2,2,4,2,1,4,2,2,2,2
796,Male,53,Kanagawa,3,33,2,2,2,2,2,2,4,3,3,2,2,3
797,Female,44,Tokyo,2,33,1,4,4,4,4,2,4,2,3,1,4,2
798,Female,25,Chiba,2,33,99,99,99,99,99,99,3,99,4,4,4,3
799,Female,32,Fukui,1,33,1,99,99,2,99,99,3,4,4,3,3,3
800,Female,47,Kanagawa,3,33,3,99,99,3,2,2,4,3,4,3,99,4
801,Female,62,Hiroshima,4,1,2,4,4,4,4,2,1,3,3,3,3,3
802,Male,37,Hyogo,4,6,2,3,3,2,4,2,4,2,3,2,2,3
803,Male,46,Tokyo,4,6,2,4,4,4,4,3,1,3,4,2,4,4
804,Male,57,Kanagawa,2,33,2,4,4,2,4,4,1,4,4,2,4,4
805,Male,55,Kanagawa,4,4,1,4,4,2,4,2,1,3,2,2,2,3
806,Male,50,Fukuoka,4,2,4,1,4,4,1,4,3,4,4,4,4,4
807,Female,34,Osaka,2,33,1,4,4,4,4,99,4,4,99,2,99,4
808,Male,53,Hyogo,2,6,3,4,2,4,4,2,1,4,4,4,4,4
809,Female,53,Tokyo,4,5,4,4,4,3,3,4,4,4,4,4,3,4
810,Male,51,Tokyo,2,2,2,2,4,3,3,3,4,4,4,2,2,4
811,Female,27,Hyogo,4,33,2,2,2,3,3,2,2,3,2,3,4,2
812,Male,40,Osaka,4,6,4,4,4,4,4,2,4,3,3,3,3,3
813,Male,51,Chiba,4,2,1,2,4,4,4,4,5,4,4,2,4,4
814,Female,46,Fukuoka,4,6,1,2,99,3,3,99,4,2,99,1,2,99
815,Male,66,Shizuoka,2,6,2,2,2,2,3,2,3,4,4,4,4,4
816,Male,66,Kanagawa,4,1,1,4,4,3,4,2,5,4,3,2,3,4
817,Female,47,Osaka,2,33,99,99,99,99,99,99,4,4,4,2,4,99
818,Female,40,Shizuoka,1,33,2,4,2,4,2,2,4,4,4,2,3,2
819,Male,43,Kanagawa,4,33,3,3,4,3,4,4,3,3,3,3,3,3
820,Male,67,Hokkaido,4,2,2,3,4,4,4,4,3,4,4,2,3,4
821,Female,61,Kyoto,2,1,1,2,4,2,4,4,1,2,1,1,1,99
822,Female,58,Tokyo,3,33,99,99,99,99,99,99,4,4,4,2,3,4
823,Male,44,Saitama,3,1,1,4,4,2,4,4,1,1,1,1,1,3
824,Female,45,Osaka,2,4,1,3,3,2,3,2,3,4,4,2,2,4
825,Female,46,Shimane,2,11,3,3,3,2,99,2,4,4,99,2,4,3
826,Male,45,Hokkaido,4,3,1,2,3,3,4,2,1,3,4,2,4,4
827,Female,58,Tochigi,4,99,2,4,3,4,99,2,3,99,4,2,99,99
828,Female,25,Osaka,4,33,99,99,99,99,99,99,99,99,99,99,99,99
829,Female,28,Tochigi,2,3,1,3,2,3,2,2,4,4,4,2,2,2
830,Female,50,Yamagata,2,33,2,4,99,4,4,2,2,3,3,1,2,99
831,Male,48,Tokyo,4,1,2,4,4,4,4,4,1,4,4,2,2,4
832,Male,35,Akita,3,6,2,4,4,2,4,2,1,2,2,2,3,3
833,Male,64,Kagawa,2,6,2,2,2,3,4,2,3,2,2,2,2,3
834,Female,46,Saitama,4,1,2,4,4,4,4,4,3,3,3,2,3,3
835,Female,70,Okayama,3,33,2,4,4,4,4,3,1,4,4,2,4,4
836,Male,38,Saitama,4,33,1,4,2,3,4,3,5,2,3,1,2,3
837,Male,52,Kanagawa,4,1,1,4,4,4,4,4,4,2,2,2,2,3
838,Male,47,Nagasaki,4,3,2,3,2,4,4,3,4,4,4,2,4,4
839,Male,62,Osaka,4,6,3,4,4,3,4,3,3,3,3,3,4,4
840,Male,47,Hyogo,4,6,1,4,2,3,4,2,3,3,4,1,2,3
841,Male,37,Niigata,3,33,4,4,4,4,4,4,1,4,4,4,4,3
842,Female,40,Chiba,4,1,2,2,3,4,4,2,1,4,4,2,4,99
843,Male,21,Tokyo,4,33,3,2,3,3,2,3,3,4,4,3,4,3
844,Female,47,Tokyo,3,1,1,3,3,3,3,2,1,2,2,2,2,2
845,Female,49,Fukuoka,4,3,2,3,3,4,4,2,4,4,4,2,3,3
846,Male,42,Saitama,4,1,1,4,3,3,4,3,1,2,4,2,4,2
847,Male,65,Miyazaki,4,1,1,3,3,2,4,2,1,3,3,2,2,3
848,Male,61,Chiba,3,33,1,3,4,4,4,3,3,4,3,2,3,4
849,Male,48,Tokyo,4,1,1,3,3,3,4,2,1,3,3,3,4,3
850,Female,32,Shizuoka,3,99,1,2,3,1,3,2,1,3,2,2,3,3
851,Male,45,Tokyo,4,5,2,3,4,4,4,4,1,4,4,4,4,3
852,Female,48,Ibaraki,2,33,1,3,3,4,3,3,4,4,4,4,4,4
853,Male,54,Tokyo,4,1,1,4,2,2,4,3,1,2,99,1,2,2
854,Female,26,Nagano,2,33,99,3,4,4,4,4,4,99,4,3,4,4
855,Male,55,Hyogo,2,6,1,4,4,4,4,2,4,3,2,2,4,99
856,Female,46,Hokkaido,3,33,2,2,2,2,3,3,3,2,2,2,3,99
857,Female,38,Niigata,4,1,1,2,2,2,2,1,5,2,2,1,2,3
858,Male,47,Tokyo,4,1,1,4,3,2,4,2,1,3,2,1,2,3
859,Male,50,Kanagawa,3,5,2,2,2,4,2,4,4,99,4,2,2,3
860,Male,44,Aichi,3,5,3,3,3,3,2,3,4,4,4,4,4,4
861,Male,68,Aichi,2,1,2,4,4,3,4,2,1,2,2,2,2,2
862,Male,46,Chiba,4,1,1,4,4,4,4,1,1,2,2,1,2,1
863,Male,37,Nagasaki,2,33,99,4,99,99,99,4,99,4,4,4,4,4
864,Female,60,Ibaraki,2,33,4,4,4,4,4,4,1,4,4,3,3,3
865,Female,36,Aomori,4,6,2,3,3,4,3,1,11,3,4,2,3,2
866,Male,59,Niigata,4,2,1,1,3,3,3,3,4,3,4,2,3,2
867,Male,43,Shizuoka,3,1,1,2,4,4,4,3,99,3,3,3,3,3
868,Male,39,Yamaguchi,4,1,1,3,4,3,4,4,1,2,2,1,1,2
869,Male,22,Tokyo,4,1,2,2,2,99,99,99,1,2,3,1,3,1
870,Female,47,Kanagawa,3,1,2,2,99,4,3,3,1,99,99,2,3,4
871,Female,56,Shizuoka,2,4,2,2,3,2,99,99,4,3,3,2,4,2
872,Male,49,Hyogo,2,33,2,3,4,4,4,2,1,3,2,3,3,99
873,Female,54,Chiba,2,99,2,2,2,2,2,2,1,2,2,2,2,99
874,Male,55,Osaka,3,33,1,3,3,3,4,2,1,4,4,2,4,4
875,Male,56,Hiroshima,4,5,4,2,4,4,1,4,4,4,4,1,4,4
876,Male,58,Ehime,3,1,1,4,3,4,4,2,4,4,4,4,4,4
877,Male,25,Yamagata,4,5,3,3,3,3,2,3,3,3,3,3,3,3
878,Female,22,Hyogo,2,1,2,4,2,4,4,3,1,3,4,4,3,2
879,Female,59,Osaka,3,33,4,4,4,4,4,4,99,99,3,3,3,99
880,Male,75,Kyoto,4,1,1,4,2,4,4,2,1,3,4,2,3,4
881,Female,48,Niigata,3,33,2,99,99,99,3,99,3,3,3,3,3,3
882,Female,44,Hokkaido,4,33,2,2,3,2,4,3,4,4,4,2,4,4
883,Male,51,Shizuoka,4,1,1,4,4,4,4,4,99,3,1,99,1,99
884,Male,57,Fukuoka,2,6,2,4,4,4,4,3,4,4,4,3,4,4
885,Male,59,Aichi,4,3,1,3,2,3,4,2,1,4,4,3,4,3
886,Female,50,Hokkaido,3,5,2,2,2,3,2,3,4,4,4,3,4,4
887,Male,39,Chiba,4,33,2,3,2,3,4,3,1,3,4,3,4,3
888,Male,70,Chiba,2,1,2,4,4,3,4,4,1,3,4,4,3,4
889,Male,47,Tokyo,4,6,2,3,3,3,3,2,1,2,4,4,4,3
890,Female,41,Osaka,4,33,2,3,2,2,3,3,3,99,99,3,99,3
891,Male,48,Tokyo,4,99,1,2,3,3,2,4,4,3,3,2,3,3
892,Female,31,Kanagawa,3,33,3,3,3,3,3,3,3,99,4,3,4,99
893,Male,46,Saitama,2,4,1,4,4,1,4,1,1,2,2,1,2,2
894,Male,44,Aichi,2,33,4,4,4,4,4,4,4,4,4,4,4,4
895,Male,63,Chiba,4,2,2,3,4,4,4,4,1,4,4,4,4,4
896,Male,43,Ibaraki,4,4,2,4,3,3,4,3,1,4,4,2,3,3
897,Female,55,Hiroshima,2,99,4,4,4,4,4,99,1,99,4,2,2,99
898,Female,58,Tokyo,4,1,2,3,4,3,4,2,1,4,4,2,4,4
899,Male,31,Osaka,4,3,2,2,1,3,3,1,5,2,1,2,2,2
900,Female,54,Nara,4,6,1,3,4,4,4,2,4,3,2,2,4,3
901,Female,26,Tokyo,4,33,99,99,99,99,99,99,1,3,3,2,4,99
902,Male,43,Osaka,4,6,2,4,3,99,4,1,4,99,4,3,4,99
903,Male,43,Fukuoka,2,1,1,4,4,2,4,4,3,2,2,1,2,3
904,Female,34,Hyogo,2,6,2,4,3,2,4,2,4,4,99,99,3,4
905,Male,49,Kyoto,2,33,2,3,4,4,4,3,3,4,99,2,4,4
906,Male,46,Kanagawa,2,3,4,3,2,4,3,4,1,4,4,4,4,4
907,Female,39,Ehime,4,33,3,2,99,3,4,3,4,2,4,2,3,4
908,Male,39,Kumamoto,2,33,2,4,3,4,4,3,4,4,4,2,3,3
909,Male,47,Hyogo,4,11,4,3,2,4,4,4,4,4,4,4,4,4
910,Female,45,Aichi,2,1,1,4,4,3,4,3,1,2,2,1,2,4
911,Male,60,Yamaguchi,2,1,2,4,4,3,4,2,1,2,2,2,2,4
912,Male,28,Osaka,3,33,2,3,3,3,4,2,1,3,2,1,2,3
913,Male,52,Nagano,2,4,2,3,4,3,4,2,1,3,3,1,3,3
914,Male,69,Chiba,4,1,1,4,3,3,4,3,1,3,1,1,1,2
915,Male,39,Hokkaido,3,1,3,3,2,2,2,2,5,2,3,3,3,2
916,Male,50,Osaka,2,33,4,99,4,4,4,4,99,99,99,99,99,99
917,Male,44,Aichi,4,1,2,4,4,4,4,4,4,2,4,2,2,2
918,Female,54,Niigata,2,1,2,3,3,2,3,4,1,99,4,2,3,3
919,Male,70,Tokyo,4,7,3,3,4,4,3,4,4,4,4,99,4,4
920,Male,56,Kanagawa,4,33,2,4,4,4,4,4,1,4,4,2,4,99
921,Male,70,Gunma,4,1,1,3,3,4,4,2,5,2,2,2,2,2
922,Male,40,Shizuoka,3,33,2,4,4,3,4,3,1,2,2,2,2,99
923,Male,38,Hokkaido,4,1,1,4,4,4,4,2,1,2,3,1,2,3
924,Male,58,Kanagawa,4,33,1,4,4,3,4,3,1,3,4,2,4,4
925,Male,71,Tottori,4,11,2,2,3,3,3,3,4,4,4,4,4,4
926,Male,45,Kyoto,4,2,2,4,2,3,2,3,5,2,2,2,2,2
927,Male,58,Hokkaido,4,33,2,4,3,3,4,2,3,3,3,2,4,3
928,Male,54,Chiba,4,33,2,3,3,3,3,2,1,3,3,2,3,99
929,Male,60,Tokyo,4,33,2,2,4,4,3,4,1,4,3,2,4,4
930,Female,40,Tokyo,1,99,99,99,99,99,99,99,99,99,99,99,99,99
931,Female,40,Aomori,2,6,2,2,2,2,2,2,1,4,4,2,4,3
932,Male,60,Kanagawa,2,33,1,3,1,4,4,2,1,4,3,2,2,4
933,Male,58,Tokyo,4,11,1,2,3,4,4,2,11,4,2,1,4,4
934,refuse,36,Okinawa,2,33,2,2,2,4,3,4,4,3,3,3,3,3
935,Male,55,Osaka,2,1,2,4,4,3,3,4,1,4,3,3,4,3
936,Female,39,Kanagawa,2,33,3,3,3,3,4,2,4,4,4,1,3,4
937,Female,46,Tokyo,4,5,3,3,3,4,3,2,1,4,4,4,4,3
938,Male,57,Tokyo,3,33,2,4,4,4,4,2,1,3,3,1,3,3
939,Female,56,Mie,4,33,2,2,4,4,3,4,3,4,4,4,4,4
940,Female,53,Tokyo,4,5,4,4,4,3,4,4,1,4,4,4,4,4
941,Male,53,Hiroshima,2,1,2,3,4,4,4,3,4,2,4,2,3,3
942,Female,71,Tokyo,4,7,4,2,3,4,2,3,5,4,4,4,4,4
943,Female,54,Hyogo,4,1,1,4,4,3,4,4,3,3,3,2,2,4
944,Male,36,Hyogo,4,33,2,4,4,4,4,99,1,3,4,2,4,3
945,Male,46,Hokkaido,4,1,4,4,3,4,4,4,5,3,3,3,3,3
946,Female,33,Tokyo,2,99,99,99,99,99,99,99,1,4,3,2,4,4
947,Female,42,Ibaraki,3,1,2,99,99,99,99,99,1,3,3,2,2,99
948,Male,66,Chiba,4,4,1,3,3,1,4,1,1,2,2,1,1,3
949,Male,59,Chiba,4,33,2,3,99,99,99,99,1,3,3,99,99,99
950,refuse,30,Okinawa,2,11,2,4,4,3,4,3,11,3,3,2,4,2
951,Female,33,Aichi,2,2,2,2,3,3,2,99,1,4,4,4,4,4
952,Female,22,Saitama,2,6,4,4,99,4,4,1,1,99,4,2,2,99
953,Male,59,Hyogo,4,1,2,4,4,3,4,2,4,3,2,3,3,2
954,Female,33,Kanagawa,2,7,2,4,4,2,4,3,1,99,3,2,2,3
955,Male,65,Gifu,4,33,4,99,99,4,3,4,4,4,4,4,4,4
956,Female,49,Hyogo,3,33,99,99,99,99,99,99,1,4,4,4,4,4
957,Male,62,Hyogo,4,33,3,4,4,4,4,99,1,4,4,4,4,3
958,Female,58,Osaka,4,6,4,4,4,4,4,2,1,4,4,4,4,4
959,Male,65,Mie,2,1,1,3,4,4,4,3,1,3,2,2,3,2
960,Female,61,Tokyo,4,33,4,99,99,99,99,99,4,4,4,3,4,4
961,Male,48,Aichi,1,11,1,3,2,2,3,3,4,3,3,2,4,4
962,Female,51,Mie,2,33,99,99,99,99,99,99,99,4,4,4,4,4
963,Male,47,Toyama,2,33,99,99,99,99,99,99,99,4,3,4,2,3
964,Female,40,Saitama,4,33,3,4,3,4,4,2,3,4,4,2,4,4
965,Male,56,Osaka,2,1,2,4,4,4,4,2,1,4,4,2,2,4
966,Female,70,Shizuoka,2,33,2,4,4,2,4,2,1,3,2,2,2,2
967,Female,61,Aichi,4,1,2,3,3,3,4,2,1,99,3,2,99,2
968,Male,39,Chiba,4,1,1,3,2,2,4,2,1,2,2,1,2,2
969,Male,57,Nagasaki,4,33,3,2,3,3,3,2,1,4,4,4,4,4
970,Male,42,Kanagawa,4,33,2,3,3,3,3,3,5,3,3,2,4,3
971,Male,49,Osaka,4,6,2,3,3,2,3,2,1,2,2,2,2,2
972,Female,62,Hiroshima,4,1,1,4,3,4,4,3,1,3,3,2,2,4
973,Female,46,Aomori,4,33,4,2,3,4,3,4,4,4,4,4,4,3
974,Male,30,Chiba,4,6,1,4,2,2,4,1,1,4,3,2,4,4
975,Male,42,Saitama,2,33,2,4,4,4,4,2,1,3,3,2,3,3
976,Male,45,Kyoto,2,33,99,99,99,99,99,99,4,3,3,3,3,3
977,Female,37,Tokyo,4,99,3,4,3,3,1,2,99,4,3,3,4,3
978,Female,19,Ibaraki,4,99,99,99,99,99,99,99,99,99,99,99,99,99
979,Female,60,Okayama,4,33,2,3,3,3,3,3,3,2,3,2,3,4
980,Male,37,Osaka,2,2,4,2,2,3,2,4,3,4,4,4,4,4
981,Male,45,Tokyo,4,6,1,3,3,1,2,2,4,3,99,3,4,4
982,Female,37,Nara,4,1,2,3,3,2,4,2,1,3,3,4,3,4
983,Male,49,Fukuoka,3,1,2,4,2,2,4,3,3,2,2,2,2,3
984,Male,63,Hyogo,3,6,1,4,4,3,4,2,1,4,3,4,3,4
985,Male,36,Osaka,4,33,4,4,4,4,4,3,1,4,2,4,3,3
986,Male,51,Saitama,3,99,99,99,99,99,99,99,1,3,3,3,3,99
987,Male,36,Nagano,3,33,4,2,2,4,2,4,1,4,4,4,4,4
988,Female,66,Chiba,2,2,2,1,2,4,3,1,1,2,3,3,4,4
989,Female,50,Hiroshima,2,33,3,3,3,2,3,3,5,3,3,2,3,3
990,Male,30,Chiba,4,1,3,4,4,4,4,4,99,4,4,4,4,4
991,Male,59,Tokyo,4,6,2,2,3,3,4,2,4,2,3,2,2,4
992,Male,36,Tokyo,4,33,4,4,4,4,4,4,4,4,4,4,4,4
993,Male,37,Hokkaido,3,33,4,4,4,4,4,4,1,4,4,4,4,4
994,Male,56,Aichi,4,33,1,4,4,4,4,2,1,4,2,1,3,3
995,Female,39,Aichi,2,33,3,99,99,4,99,99,4,4,4,2,4,4
996,Female,38,Tokyo,4,33,3,4,4,4,4,2,1,4,4,4,4,4
997,Female,52,Hyogo,2,99,2,99,4,4,4,4,4,4,4,2,4,4
998,Female,30,Fukuoka,4,33,2,4,4,4,4,4,11,4,3,2,3,4
999,Female,64,Mie,3,33,2,2,2,2,99,3,3,4,99,4,4,4
1000,Male,59,Akita,4,7,2,3,4,3,4,3,1,4,3,3,3,3
1001,Male,34,Chiba,4,1,2,4,99,4,4,2,4,2,3,1,1,99
1002,Male,60,Shimane,2,33,1,2,3,2,4,1,1,2,3,2,2,3
1003,Female,53,Miyagi,3,99,2,2,4,4,4,2,1,4,4,2,2,4
1004,Female,50,Hiroshima,3,33,2,3,4,4,4,4,1,4,4,2,4,3
1005,Female,47,Chiba,3,33,4,4,4,4,4,4,1,4,4,4,4,99
1006,Female,50,Gifu,2,1,99,4,4,99,4,4,1,4,3,4,99,99
1007,Male,36,Okayama,2,33,2,4,4,4,4,3,1,4,4,3,2,4
1008,Female,55,Aichi,3,33,2,3,3,3,4,2,1,4,4,2,3,3
1009,Female,34,Saitama,2,6,3,3,3,3,3,3,99,3,3,2,4,3
1010,Male,23,Kanagawa,4,6,1,4,3,4,4,1,1,2,2,1,2,2
1011,Male,44,Nara,2,99,2,4,4,4,4,2,4,3,3,2,2,4
1012,Male,56,Osaka,3,1,2,3,3,3,4,2,1,2,3,2,2,3
1013,Male,39,Miyagi,3,6,2,2,3,2,2,2,4,3,3,3,3,3
1014,refuse,40,Tottori,4,33,2,4,3,3,4,3,3,2,4,2,2,4
1015,Female,52,Kanagawa,2,99,2,2,2,2,2,2,3,99,3,99,3,99
1016,Male,60,Kyoto,1,1,1,4,4,4,4,4,11,2,1,1,2,4
1017,Male,47,Gunma,4,1,2,3,3,3,3,3,1,4,3,3,3,3
1018,Male,36,Ehime,2,33,3,3,3,3,3,3,1,2,2,2,2,2
1019,refuse,65,Kanagawa,2,33,2,3,3,2,2,3,3,4,4,2,2,4
1020,Male,45,Ibaraki,4,1,2,4,4,3,4,3,3,3,3,2,2,3
